,created_at,favorite_count,id,retweet_count,source,img_url,name,Stage,rating
524,2016-12-14 17:16:53,14685,809084759137812480,4046,Twitter for iPhone,http://pbs.twimg.com/media/CzpyM41UoAE1b2w.jpg,Wallace,None,11/10
525,2016-12-14 00:57:20,11271,808838249661788160,3536,Twitter for iPhone,http://pbs.twimg.com/media/CzmSFlKUAAAQOjP.jpg,Ito,None,13/10
526,2016-12-13 18:01:07,8784,808733504066486276,2509,Twitter for iPhone,http://pbs.twimg.com/media/Czky0v9VIAEXRkd.jpg,None,pupper,12/10
527,2016-12-13 02:39:32,12595,808501579447930884,3007,Twitter for iPhone,http://pbs.twimg.com/media/Czhf4XtUsAADGoY.jpg,Koda,None,12/10
529,2016-12-12 02:21:26,0,808134635716833280,6961,Twitter for iPhone,http://pbs.twimg.com/media/Cx5R8wPVEAALa9r.jpg,Milo,None,13/10
530,2016-12-12 00:29:28,9701,808106460588765185,2525,Twitter for iPhone,http://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg,None,doggo,12/10
531,2016-12-11 17:31:39,14015,808001312164028416,4098,Twitter for iPhone,http://pbs.twimg.com/media/CzaY5UdUoAAC91S.jpg,Cooper,None,12/10
532,2016-12-10 16:22:02,16236,807621403335917568,4288,Twitter for iPhone,http://pbs.twimg.com/media/CzU_YVGUoAA1Bla.jpg,Ollie,pupper,14/10
533,2016-12-09 06:17:20,107015,807106840509214720,56625,Twitter for iPhone,http://pbs.twimg.com/ext_tw_video_thumb/807106774843039744/pu/img/8XZg1xW35Xp2J6JW.jpg,Stephan,None,13/10
534,2016-12-09 03:08:45,0,807059379405148160,8521,Twitter for iPhone,http://pbs.twimg.com/media/Ct2qO5PXEAE6eB0.jpg,Cali,None,12/10
535,2016-12-08 23:53:08,14514,807010152071229440,4418,Twitter for iPhone,http://pbs.twimg.com/media/CzMTcZoXUAEKqEt.jpg,Lennon,pupper,12/10
536,2016-12-07 22:38:52,75639,806629075125202948,37911,Twitter for iPhone,http://pbs.twimg.com/media/CzG425oXUAEu0Cc.jpg,None,None,13/10
539,2016-12-07 16:53:43,11363,806542213899489280,2752,Twitter for iPhone,http://pbs.twimg.com/media/CzFp3FNW8AAfvV8.jpg,Waffles,None,11/10
540,2016-12-06 21:04:11,0,806242860592926720,13616,Twitter for iPhone,http://pbs.twimg.com/media/Ct72q9iWEAAKs3V.jpg,Dave,None,12/10
541,2016-12-06 19:29:28,7145,806219024703037440,1388,Twitter for iPhone,http://pbs.twimg.com/media/CzBD7MWVIAA5ptx.jpg,incredibly,None,11/10
542,2016-12-06 02:15:59,0,805958939288408065,6238,Twitter for iPhone,http://pbs.twimg.com/media/CtzKC7zXEAALfSo.jpg,Penny,None,10/10
543,2016-12-06 00:32:26,9178,805932879469572096,2209,Twitter for iPhone,http://pbs.twimg.com/media/Cy8_qt0UUAAHuuN.jpg,Major,None,12/10
544,2016-12-05 17:31:15,7335,805826884734976000,2132,Twitter for iPhone,http://pbs.twimg.com/ext_tw_video_thumb/805826823359631360/pu/img/yr_fF0TZCR-B70p2.jpg,Duke,puppo,12/10
546,2016-12-04 21:14:20,6368,805520635690676224,1905,Twitter for iPhone,http://pbs.twimg.com/media/Cy3IvdZXgAUoEaj.jpg,Zeke,None,13/10
547,2016-12-04 19:02:24,9773,805487436403003392,2929,Twitter for iPhone,http://pbs.twimg.com/media/Cy2qiTxWEAEwkph.jpg,Sansa,None,12/10
548,2016-12-04 00:30:29,8680,805207613751304193,1972,Twitter for iPhone,http://pbs.twimg.com/media/CyysDQlVIAAYgrl.jpg,Shooter,None,12/10
549,2016-12-02 17:27:25,15326,804738756058218496,4480,Twitter for iPhone,http://pbs.twimg.com/media/CysBn-lWIAAoRx1.jpg,Django,None,12/10
551,2016-12-01 19:56:00,0,804413760345620481,3712,Twitter for iPhone,http://pbs.twimg.com/media/CuRDF-XWcAIZSer.jpg,Rusty,None,13/10
552,2016-11-30 18:16:08,49774,804026241225523202,18876,Twitter for iPhone,http://pbs.twimg.com/media/Cyh5mQTW8AQpB6K.jpg,Bo,None,13/10
553,2016-11-30 01:31:12,11203,803773340896923648,3220,Twitter for iPhone,http://pbs.twimg.com/media/CyeTku-WgAACd6I.jpg,Diogi,puppo,12/10
554,2016-11-29 20:08:52,0,803692223237865472,8689,Twitter for iPhone,http://pbs.twimg.com/media/CZhn-QAWwAASQan.jpg,None,None,13/10
555,2016-11-29 16:33:36,12270,803638050916102144,4828,Twitter for iPhone,http://pbs.twimg.com/ext_tw_video_thumb/803638023904559104/pu/img/vxm0Htm5iIV7EOAQ.jpg,None,pupper,13/10
556,2016-11-28 23:30:47,8601,803380650405482500,2169,Twitter for iPhone,http://pbs.twimg.com/media/CyYub2kWEAEYdaq.jpg,Sonny,None,12/10
558,2016-11-28 16:37:19,11207,803276597545603072,2887,Twitter for iPhone,http://pbs.twimg.com/media/CyXPzXRWgAAvd1j.jpg,Winston,None,11/10
559,2016-11-27 19:09:28,10085,802952499103731712,2336,Twitter for iPhone,http://pbs.twimg.com/media/CySpCSHXcAAN-qC.jpg,Marley,None,12/10
560,2016-11-26 21:26:58,0,802624713319034886,3403,Twitter for iPhone,http://pbs.twimg.com/media/CsrjryzWgAAZY00.jpg,None,None,12/10
562,2016-11-26 18:00:13,9959,802572683846291456,2926,Twitter for iPhone,http://pbs.twimg.com/media/CyNPmJgXcAECPuB.jpg,Winnie,None,12/10
563,2016-11-26 01:31:31,18124,802323869084381190,6808,Twitter for iPhone,http://pbs.twimg.com/media/CyJtSmAUkAA-1w3.jpg,Severus,None,13/10
564,2016-11-25 21:37:47,7039,802265048156610565,1573,Twitter for iPhone,http://pbs.twimg.com/media/CyI3zXgWEAACQfB.jpg,None,doggo,11/10
565,2016-11-25 20:26:31,0,802247111496568832,5247,Twitter for iPhone,http://pbs.twimg.com/media/Cs_DYr1XEAA54Pu.jpg,None,None,13/10
566,2016-11-25 19:55:35,10132,802239329049477120,3040,Twitter for iPhone,http://pbs.twimg.com/media/CyIgaTEUkAAZ62t.jpg,Loki,puppo,12/10
568,2016-11-25 01:18:59,8608,801958328846974976,1992,Twitter for iPhone,http://pbs.twimg.com/media/CyEg2AXUsAA1Qpf.jpg,Ronnie,None,12/10
570,2016-11-23 21:29:33,9141,801538201127157760,2391,Twitter for iPhone,http://pbs.twimg.com/media/Cx-itFWWIAAZu7l.jpg,Wallace,None,12/10
571,2016-11-23 04:45:12,6802,801285448605831168,960,Twitter for iPhone,http://pbs.twimg.com/media/Cx683NPUAAAjyU4.jpg,None,None,10/10
572,2016-11-22 20:58:07,27386,801167903437357056,6961,Twitter for iPhone,http://pbs.twimg.com/media/Cx5R8wPVEAALa9r.jpg,Milo,None,13/10
574,2016-11-22 17:28:25,8992,801115127852503040,2429,Twitter for iPhone,http://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,Bones,doggo,12/10
577,2016-11-21 17:23:47,11701,800751577355128832,3214,Twitter for iPhone,http://pbs.twimg.com/media/CxzXOyAWgAgkvYe.jpg,Mauve,None,12/10
578,2016-11-21 01:37:04,14685,800513324630806528,3495,Twitter for iPhone,http://pbs.twimg.com/media/Cxv-nkJUoAAhzMt.jpg,Chef,None,11/10
579,2016-11-20 22:02:27,10538,800459316964663297,2489,Twitter for iPhone,http://pbs.twimg.com/media/CxvNfrhWQAA2hKM.jpg,None,pupper,12/10
580,2016-11-20 21:00:48,0,800443802682937345,5068,Twitter for iPhone,http://pbs.twimg.com/media/CsVO7ljW8AAckRD.jpg,Sampson,pupper,11/10
581,2016-11-20 17:20:08,12456,800388270626521089,3265,Twitter for iPhone,http://pbs.twimg.com/media/CxuM3ofWgAE72kK.jpg,Doc,floof,12/10
583,2016-11-20 00:59:15,17092,800141422401830912,2980,Twitter for iPhone,http://pbs.twimg.com/media/CxqsX8wXcAEnc3u.jpg,Peaches,None,13/10
584,2016-11-19 16:49:49,31768,800018252395122689,15351,Twitter for iPhone,http://pbs.twimg.com/ext_tw_video_thumb/800018199223959552/pu/img/3Qp73edtkZO-qWPy.jpg,None,doggo,11/10
585,2016-11-19 00:40:24,0,799774291445383169,5488,Twitter for iPhone,http://pbs.twimg.com/media/CsGnz64WYAEIDHJ.jpg,Tucker,None,13/10
586,2016-11-18 23:35:32,9390,799757965289017345,2506,Twitter for iPhone,http://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,Sobe,doggo,13/10
587,2016-11-18 01:24:14,8965,799422933579902976,2213,Twitter for iPhone,http://pbs.twimg.com/media/Cxge6AdUQAAvXLB.jpg,Longfellow,None,12/10
589,2016-11-17 17:04:16,11065,799297110730567681,3227,Twitter for iPhone,http://pbs.twimg.com/media/CxeseRgUoAM_SQK.jpg,Jeffrey,None,11/10
590,2016-11-17 01:35:54,9058,799063482566066176,2863,Twitter for iPhone,http://pbs.twimg.com/media/CxbX_n3XUAAoi-X.jpg,Mister,None,11/10
591,2016-11-16 17:01:16,14712,798933969379225600,5203,Twitter for iPhone,http://pbs.twimg.com/media/CxZiLcLXUAApMVy.jpg,Iroh,None,12/10
592,2016-11-16 16:28:21,8246,798925684722855936,1663,Twitter for iPhone,http://pbs.twimg.com/media/CxZaqh_WQAA7lY3.jpg,Shadow,None,11/10
595,2016-11-16 01:23:12,0,798697898615730177,7602,Twitter for iPhone,http://pbs.twimg.com/media/CeRoBaxWEAABi0X.jpg,Stubert,None,10/10
596,2016-11-16 01:09:57,0,798694562394996736,5812,Twitter for iPhone,http://pbs.twimg.com/media/Cbs3DOAXIAAp3Bd.jpg,None,None,12/10
599,2016-11-15 23:44:44,0,798673117451325440,6485,Twitter for iPhone,http://pbs.twimg.com/media/CV_cnjHWUAADc-c.jpg,None,None,13/10
600,2016-11-15 23:13:58,0,798665375516884993,4519,Twitter for iPhone,http://pbs.twimg.com/media/CVMOlMiWwAA4Yxl.jpg,Lola,None,10/10
601,2016-11-15 21:49:12,0,798644042770751489,2153,Twitter for iPhone,http://pbs.twimg.com/media/CU3mITUWIAAfyQS.jpg,Paull,None,10/10
602,2016-11-15 20:47:30,0,798628517273620480,2272,Twitter for iPhone,http://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,None,None,12/10
605,2016-11-15 01:44:00,0,798340744599797760,3924,Twitter for iPhone,http://pbs.twimg.com/media/CrXhIqBW8AA6Bse.jpg,Davey,None,11/10
606,2016-11-14 17:03:50,11548,798209839306514432,2954,Twitter for iPhone,http://pbs.twimg.com/media/CxPPnCYWIAAo_ao.jpg,Cooper,None,13/10
607,2016-11-14 01:18:12,13018,797971864723324932,3652,Twitter for iPhone,http://pbs.twimg.com/media/CxL3IWeVEAAAIE2.jpg,None,pupper,12/10
608,2016-11-12 21:02:38,16198,797545162159308800,5656,Twitter for iPhone,http://pbs.twimg.com/media/CxFzFAAUAAA5C9z.jpg,Cassie,None,12/10
609,2016-11-12 00:36:46,22328,797236660651966464,7726,Twitter for iPhone,http://pbs.twimg.com/media/CxBafirWgAAV8o4.jpg,Pancake,None,12/10
612,2016-11-11 00:03:42,8564,796865951799083009,2198,Twitter for iPhone,http://pbs.twimg.com/media/Cw8JWZ2UsAAJOZ6.jpg,Tyr,None,12/10
613,2016-11-10 17:02:03,13256,796759840936919040,3562,Twitter for iPhone,http://pbs.twimg.com/media/Cw6o1JQXcAAtP78.jpg,Romeo,None,11/10
615,2016-11-09 22:49:15,8472,796484825502875648,2042,Twitter for iPhone,http://pbs.twimg.com/media/Cw2uty8VQAAB0pL.jpg,None,doggo,12/10
616,2016-11-09 16:22:22,12334,796387464403357696,4861,Twitter for iPhone,http://pbs.twimg.com/media/Cw1WKu1UQAAvWsu.jpg,Snicku,None,12/10
617,2016-11-09 02:29:25,0,796177847564038144,16628,Twitter for iPhone,http://pbs.twimg.com/media/Cwx99rpW8AMk_Ie.jpg,Ruby,None,11/10
618,2016-11-09 00:37:46,36177,796149749086875649,16628,Twitter for iPhone,http://pbs.twimg.com/media/Cwx99rpW8AMk_Ie.jpg,Ruby,None,11/10
620,2016-11-08 22:25:27,10139,796116448414461957,2813,Twitter for iPhone,http://pbs.twimg.com/media/CwxfrguUUAA1cbl.jpg,None,None,11/10
621,2016-11-08 20:00:55,9469,796080075804475393,2703,Twitter for iPhone,http://pbs.twimg.com/media/Cww-msrXcAAxm3K.jpg,Yogi,floof,12/10
622,2016-11-08 16:47:50,12071,796031486298386433,4284,Twitter for iPhone,http://pbs.twimg.com/media/CwwSaWJWIAASuoY.jpg,Daisy,None,13/10
623,2016-11-07 03:14:10,55683,795464331001561088,27728,Twitter for iPhone,http://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,None,doggo,13/10
624,2016-11-06 22:59:35,11270,795400264262053889,3323,Twitter for iPhone,http://pbs.twimg.com/media/CwnUUGRXcAAiW8v.jpg,Brody,None,12/10
625,2016-11-06 01:33:58,18139,795076730285391872,6288,Twitter for iPhone,http://pbs.twimg.com/media/CwiuEJgXgAElHQ7.jpg,Bailey,None,11/10
626,2016-11-05 19:24:28,0,794983741416415232,3942,Twitter for iPhone,http://pbs.twimg.com/media/CvT6IV3WgAA4Dht.jpg,Rizzy,None,12/10
627,2016-11-05 15:37:24,11492,794926597468000259,2697,Twitter for iPhone,http://pbs.twimg.com/media/CwglhZVXgAAc3_w.jpg,Mack,None,12/10
628,2016-11-04 01:48:22,0,794355576146903043,12014,Twitter for iPhone,http://pbs.twimg.com/media/CvJCabcWgAIoUxW.jpg,Butter,None,12/10
629,2016-11-04 00:15:59,10686,794332329137291264,3088,Twitter for iPhone,http://pbs.twimg.com/media/CwYJBiHXgAQlvrh.jpg,Nimbus,floof,12/10
630,2016-11-03 15:51:10,10314,794205286408003585,3895,Twitter for iPhone,http://pbs.twimg.com/media/CwWVe_xXAAE6cfO.jpg,Laika,pupper,14/10
631,2016-11-02 23:45:19,18910,793962221541933056,5711,Twitter for iPhone,http://pbs.twimg.com/media/CwS4aqZXUAAe3IO.jpg,Maximus,None,12/10
632,2016-11-02 16:00:06,10295,793845145112371200,2187,Twitter for iPhone,http://pbs.twimg.com/media/CwRN8H6WgAASe4X.jpg,Clark,None,13/10
633,2016-11-02 00:42:53,0,793614319594401792,3661,Twitter for iPhone,http://pbs.twimg.com/media/CvyVxQRWEAAdSZS.jpg,None,None,13/10
634,2016-11-01 23:53:02,8926,793601777308463104,1908,Twitter for iPhone,http://pbs.twimg.com/media/CwNwmxvXEAEJ54Z.jpg,Dobby,None,12/10
635,2016-11-01 17:12:16,11953,793500921481273345,2786,Twitter for iPhone,http://pbs.twimg.com/media/CwMU34bWgAApS5E.jpg,Fiona,None,12/10
636,2016-11-01 03:00:09,27597,793286476301799424,10723,Twitter for iPhone,http://pbs.twimg.com/media/CwJR1okWIAA6XMp.jpg,Moreton,None,13/10
637,2016-11-01 02:00:14,9677,793271401113350145,2763,Twitter for iPhone,http://pbs.twimg.com/media/CwJEIKTWYAAvL-T.jpg,Dave,None,12/10
638,2016-11-01 01:00:05,22350,793256262322548741,9714,Twitter for iPhone,http://pbs.twimg.com/media/CwI2XCvXEAEO8mc.jpg,None,None,12/10
639,2016-11-01 00:00:38,11780,793241302385262592,3812,Twitter for iPhone,http://pbs.twimg.com/media/CwIougTWcAAMLyq.jpg,Tucker,None,13/10
640,2016-10-31 23:00:11,11001,793226087023144960,3338,Twitter for iPhone,http://pbs.twimg.com/media/CwIa5CjW8AErZgL.jpg,Juno,None,11/10
641,2016-10-31 22:00:04,9997,793210959003287553,3301,Twitter for iPhone,http://pbs.twimg.com/media/CwINKJeW8AYHVkn.jpg,Maude,None,10/10
642,2016-10-31 21:00:23,17063,793195938047070209,6547,Twitter for iPhone,http://pbs.twimg.com/media/CwH_fobWEAAfJf8.jpg,Lily,puppo,12/10
643,2016-10-31 20:00:05,7740,793180763617361921,2310,Twitter for iPhone,http://pbs.twimg.com/media/CwHxsdYVMAAqGCJ.jpg,Newt,None,11/10
644,2016-10-31 19:00:10,10478,793165685325201412,3238,Twitter for iPhone,http://pbs.twimg.com/media/CwHj-jGWAAAnsny.jpg,Benji,None,12/10
645,2016-10-31 18:00:14,6909,793150605191548928,1984,Twitter for iPhone,http://pbs.twimg.com/media/CwHWOZ7W8AAHv8S.jpg,Nida,None,11/10
646,2016-10-31 17:00:11,7214,793135492858580992,2893,Twitter for iPhone,http://pbs.twimg.com/media/CwHIg61WIAApnEV.jpg,None,None,13/10
647,2016-10-31 16:00:13,14202,793120401413079041,4551,Twitter for iPhone,http://pbs.twimg.com/media/CwG6zDfWcAA8jBD.jpg,Robin,None,11/10
648,2016-10-31 02:17:31,16063,792913359805018113,4715,Twitter for iPhone,http://pbs.twimg.com/media/CwD-eCFWEAAAJox.jpg,None,None,13/10
649,2016-10-31 00:20:11,12666,792883833364439040,4964,Twitter for iPhone,http://pbs.twimg.com/media/CwDjoH1WYAEWRle.jpg,Bailey,None,12/10
650,2016-10-30 17:02:53,8209,792773781206999040,1963,Twitter for iPhone,http://pbs.twimg.com/media/CwB_i-zXEAEiP29.jpg,Monster,None,12/10
651,2016-10-29 15:55:58,15128,792394556390137856,4998,Twitter for iPhone,http://pbs.twimg.com/media/Cv8moW_WEAAD_Xg.jpg,BeBe,None,12/10
652,2016-10-28 17:07:05,8029,792050063153438720,2088,Twitter for iPhone,http://pbs.twimg.com/media/Cv3tU36WEAA6t5I.jpg,Remus,None,11/10
657,2016-10-27 16:06:04,13129,791672322847637504,3661,Twitter for iPhone,http://pbs.twimg.com/media/CvyVxQRWEAAdSZS.jpg,None,None,13/10
658,2016-10-26 22:31:36,14670,791406955684368384,4797,Twitter for iPhone,http://pbs.twimg.com/media/CvukbEiWEAIjbPw.jpg,Levi,None,12/10
659,2016-10-26 16:14:55,9841,791312159183634433,2963,Twitter for iPhone,http://pbs.twimg.com/media/CvtONV2WcAE1Ex4.jpg,Mabel,None,12/10
660,2016-10-25 21:18:40,0,791026214425268224,4858,Twitter for iPhone,http://pbs.twimg.com/media/CpmyNumW8AAAJGj.jpg,Alfie,None,11/10
661,2016-10-25 18:44:32,11089,790987426131050500,2483,Twitter for iPhone,http://pbs.twimg.com/media/Cvom3ZJXEAE29TD.jpg,Misty,None,12/10
662,2016-10-25 16:00:09,18601,790946055508652032,5496,Twitter for iPhone,http://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,Betty,puppo,12/10
663,2016-10-25 01:14:59,0,790723298204217344,2704,Twitter for iPhone,http://pbs.twimg.com/media/CvaYgDOWgAEfjls.jpg,Happy,None,12/10
664,2016-10-24 23:37:28,9158,790698755171364864,2203,Twitter for iPhone,http://pbs.twimg.com/media/CvkgUjbUsAEvo7l.jpg,Mosby,None,12/10
665,2016-10-24 15:53:19,22473,790581949425475584,8183,Twitter for iPhone,http://pbs.twimg.com/media/Cvi2FiIWAAAoDHc.jpg,Duke,None,11/10
666,2016-10-23 23:42:19,8740,790337589677002753,2167,Twitter for iPhone,http://pbs.twimg.com/media/CvfX2AnWYAAQTay.jpg,Maggie,None,12/10
667,2016-10-23 19:42:02,14081,790277117346975746,3732,Twitter for iPhone,http://pbs.twimg.com/media/Cveg1-NXgAASaaT.jpg,Bruce,None,11/10
669,2016-10-23 00:27:05,10369,789986466051088384,2704,Twitter for iPhone,http://pbs.twimg.com/media/CvaYgDOWgAEfjls.jpg,Happy,None,12/10
672,2016-10-22 00:45:17,8448,789628658055020548,2080,Twitter for iPhone,http://pbs.twimg.com/media/CvVTEnPXYAAWLyL.jpg,Eli,None,13/10
673,2016-10-21 22:48:24,7620,789599242079838210,2279,Twitter for iPhone,http://pbs.twimg.com/media/CvU4UZpWAAEOxbQ.jpg,Brownie,None,12/10
674,2016-10-21 18:16:44,13188,789530877013393408,3942,Twitter for iPhone,http://pbs.twimg.com/media/CvT6IV3WgAA4Dht.jpg,Rizzy,None,12/10
677,2016-10-21 00:53:56,10196,789268448748703744,3014,Twitter for iPhone,http://pbs.twimg.com/media/CvQLdotWcAAZn86.jpg,Stella,None,10/10
678,2016-10-20 16:15:26,10875,789137962068021249,3244,Twitter for iPhone,http://pbs.twimg.com/media/CvOUw8xWIAA6B2G.jpg,Bo,None,12/10
679,2016-10-20 01:03:11,30653,788908386943430656,14409,Twitter for iPhone,http://pbs.twimg.com/media/CvLD-mbWYAAFI8w.jpg,Lucy,None,11/10
680,2016-10-19 15:37:03,30658,788765914992902144,12014,Twitter for iPhone,http://pbs.twimg.com/media/CvJCabcWgAIoUxW.jpg,Butter,None,12/10
682,2016-10-18 16:11:17,16060,788412144018661376,5990,Twitter for iPhone,http://pbs.twimg.com/media/CvEAqQoWgAADj5K.jpg,Dexter,None,11/10
683,2016-10-18 00:41:57,8100,788178268662984705,2488,Twitter for iPhone,http://pbs.twimg.com/media/CvAr88oWgAAGpGG.jpg,None,None,13/10
684,2016-10-17 22:51:57,6865,788150585577050112,1510,Twitter for iPhone,http://pbs.twimg.com/media/CvASw6kWgAAYs2d.jpg,Leo,None,13/10
685,2016-10-17 17:32:13,0,788070120937619456,3952,Twitter for iPhone,http://pbs.twimg.com/media/Co-hmcYXYAASkiG.jpg,Bo,None,11/10
686,2016-10-17 15:31:05,6867,788039637453406209,1535,Twitter for iPhone,http://pbs.twimg.com/media/Cu-t20yWEAAFHXi.jpg,None,None,12/10
687,2016-10-17 00:20:47,9717,787810552592695296,3540,Twitter for iPhone,http://pbs.twimg.com/media/Cu7dg2RWAAAGJXb.jpg,Frank,None,11/10
688,2016-10-16 18:11:26,11416,787717603741622272,3240,Twitter for iPhone,http://pbs.twimg.com/media/Cu6I9vaWcAI6lYI.jpg,Tonks,puppo,13/10
689,2016-10-15 21:01:17,12120,787397959788929025,3300,Twitter for iPhone,http://pbs.twimg.com/media/Cu1mQsDWEAAU_VQ.jpg,Moose,None,11/10
690,2016-10-15 16:01:13,8726,787322443945877504,2032,Twitter for iPhone,http://pbs.twimg.com/media/Cu0hlfwWYAEdnXO.jpg,Lincoln,None,10/10
692,2016-10-14 16:13:10,29725,786963064373534720,9327,Twitter for iPhone,http://pbs.twimg.com/media/Cuvau3MW8AAxaRv.jpg,Rory,None,12/10
694,2016-10-13 23:23:56,20296,786709082849828864,7069,Twitter for iPhone,http://pbs.twimg.com/media/CurzvFTXgAA2_AP.jpg,Logan,None,75/10
695,2016-10-13 20:28:35,11957,786664955043049472,2996,Twitter for iPhone,http://pbs.twimg.com/media/CurLmoqXgAEPoJ-.jpg,None,None,12/10
696,2016-10-13 15:54:28,10497,786595970293370880,3601,Twitter for iPhone,http://pbs.twimg.com/media/CuqM0fVWAAAboKR.jpg,Dale,None,11/10
697,2016-10-13 00:29:39,12189,786363235746385920,4072,Twitter for iPhone,http://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,Rizzo,doggo,13/10
699,2016-10-12 15:55:59,17178,786233965241827333,5571,Twitter for iPhone,http://pbs.twimg.com/media/CulDnZpWcAAGbZ-.jpg,Mattie,None,11/10
701,2016-10-12 02:53:11,0,786036967502913536,8237,Twitter for iPhone,http://pbs.twimg.com/media/CtKHLuCWYAA2TTs.jpg,Scout,None,11/10
702,2016-10-11 19:39:28,12696,785927819176054784,3652,Twitter for iPhone,http://pbs.twimg.com/media/CugtKeXWEAAamDZ.jpg,Lucy,None,12/10
703,2016-10-11 16:00:24,7489,785872687017132033,2130,Twitter for iPhone,http://pbs.twimg.com/ext_tw_video_thumb/785872596088811520/pu/img/5O-_BgqdFQu_2Bt7.jpg,Rusty,None,12/10
704,2016-10-11 00:34:48,8735,785639753186217984,2561,Twitter for iPhone,http://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,Pinot,doggo,10/10
705,2016-10-10 17:32:08,10183,785533386513321988,2334,Twitter for iPhone,http://pbs.twimg.com/media/CubGchgWAAUKxII.jpg,Dallas,None,11/10
707,2016-10-09 23:44:41,8128,785264754247995392,1911,Twitter for iPhone,http://pbs.twimg.com/media/CuXSHNnWcAIWEwn.jpg,Doc,None,12/10
708,2016-10-09 17:31:53,13491,785170936622350336,5639,Twitter for iPhone,http://pbs.twimg.com/media/CuV8yfyWgAAmWmV.jpg,Hero,None,11/10
709,2016-10-08 18:41:19,11310,784826020293709826,3712,Twitter for iPhone,http://pbs.twimg.com/media/CuRDF-XWcAIZSer.jpg,Rusty,None,13/10
710,2016-10-07 22:15:26,10039,784517518371221505,2970,Twitter for iPhone,http://pbs.twimg.com/media/CuMqhGoWEAAOVE5.jpg,Frankie,None,11/10
711,2016-10-07 16:33:21,6329,784431430411685888,1491,Twitter for iPhone,http://pbs.twimg.com/media/CuLcNkCXgAEIwK2.jpg,Stormy,None,12/10
714,2016-10-06 01:23:05,33689,783839966405230592,12643,Twitter for iPhone,http://pbs.twimg.com/media/CuDCSM-XEAAJw1W.jpg,Riley,None,13/10
715,2016-10-06 00:08:09,8209,783821107061198850,2269,Twitter for iPhone,http://pbs.twimg.com/media/CuCxIzyWEAQTnQA.jpg,Mairi,None,12/10
716,2016-10-05 15:47:27,11650,783695101801398276,3737,Twitter for iPhone,http://pbs.twimg.com/media/CuA-iRDWAAAe_HL.jpg,Loomis,None,12/10
717,2016-10-05 00:40:09,9468,783466772167098368,2608,Twitter for iPhone,http://pbs.twimg.com/media/Ct9u3ljW8AEnVIm.jpg,Finn,None,11/10
718,2016-10-04 19:42:03,18908,783391753726550016,6441,Twitter for iPhone,http://pbs.twimg.com/media/Ct8qn75WgAAsN3m.jpg,Godi,None,13/10
719,2016-10-04 16:46:14,0,783347506784731136,6533,Twitter for iPhone,http://pbs.twimg.com/media/CVuQ2LeUsAAIe3s.jpg,Kenny,None,11/10
720,2016-10-04 15:55:06,32651,783334639985389568,13616,Twitter for iPhone,http://pbs.twimg.com/media/Ct72q9iWEAAKs3V.jpg,Dave,None,12/10
721,2016-10-03 23:25:55,9112,783085703974514689,2565,Twitter for iPhone,http://pbs.twimg.com/media/Ct4URfWUAAQ7lKe.jpg,Earl,None,11/10
722,2016-10-03 15:42:44,26949,782969140009107456,8521,Twitter for iPhone,http://pbs.twimg.com/media/Ct2qO5PXEAE6eB0.jpg,Cali,None,12/10
723,2016-10-03 01:00:34,8310,782747134529531904,1604,Twitter for iPhone,http://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,Deacon,doggo,11/10
724,2016-10-02 23:23:04,19250,782722598790725632,6238,Twitter for iPhone,http://pbs.twimg.com/media/CtzKC7zXEAALfSo.jpg,Penny,None,10/10
725,2016-10-02 15:10:30,8694,782598640137187329,2184,Twitter for iPhone,http://pbs.twimg.com/media/CtxZTtxUMAEduGo.jpg,Timmy,None,11/10
726,2016-10-01 19:47:08,18630,782305867769217024,6470,Twitter for iPhone,http://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,Sampson,doggo,12/10
727,2016-10-01 00:58:26,0,782021823840026624,7236,Twitter for iPhone,http://pbs.twimg.com/media/CdHwZd0VIAA4792.jpg,Harper,None,12/10
728,2016-09-30 20:33:43,12357,781955203444699136,3920,Twitter for iPhone,http://pbs.twimg.com/media/CtoQGu4XgAQgv5m.jpg,Chipson,None,11/10
729,2016-09-30 01:08:10,11634,781661882474196992,3129,Twitter for iPhone,http://pbs.twimg.com/media/CtkFS72WcAAiUrs.jpg,None,None,5/10
731,2016-09-29 16:03:01,23163,781524693396357120,6426,Twitter for iPhone,http://pbs.twimg.com/media/CtiIj0AWcAEBDvw.jpg,None,None,12/10
733,2016-09-28 21:56:36,9428,781251288990355457,2458,Twitter for iPhone,http://pbs.twimg.com/media/CteP5H1W8AE1-Ly.jpg,Oakley,None,11/10
734,2016-09-28 16:07:23,10895,781163403222056960,3168,Twitter for iPhone,http://pbs.twimg.com/media/Ctc_-BTWEAAQpZh.jpg,None,None,10/10
